record_id,user_id,activity_timestamp,weight,height,country_of_residence,dish_name,meal_type,ingredient_list,substitutions_list,substitutions_made,carbon_footprint_original,portion_size,hunger_rating,meal_rating,geo_location
rec_00084,Hardcore Henrietta,2024-10-03 12:53:49,78.3,165.4,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5073, 13.3904)"
rec_00835,Vegan Vera,2024-10-03 13:44:10,55.4,166.6,Sweden,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3221, 18.0545)"
rec_01069,Budget Billie,2024-10-03 20:47:49,60.3,165.1,India,Simple Pasta,Dinner,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(12.9588, 77.5998)"
rec_00420,Fit Felix,2024-10-04 14:03:53,74.3,179.5,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(52.3698, 4.8848)"
rec_00433,Fit Felix,2024-10-06 07:20:35,73.0,175.6,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,3,"(52.3636, 4.9006)"
rec_01696,Travel Terry,2024-10-06 09:26:04,75.4,181.2,Japan,Vegan Hotpot,Breakfast,"['pepper', 'beef', 'rice', 'chicken']","[None, 'seitan', None, 'tofu']",1,"[3.47, 4.71, 3.71, 1.07]","[183, 286, 256, 187]",5,5,"(35.7075, 139.6971)"
rec_01165,Diet Dani,2024-10-06 19:29:03,81.3,170.7,Italy,Grilled Chicken Salad,Dinner,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,5,"(41.9165, 12.4851)"
rec_00722,Vegan Vera,2024-10-07 14:07:48,55.3,169.2,Sweden,Vegan Buddha Bowl,Lunch,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",4,4,"(59.3165, 18.0726)"
rec_00370,Fit Felix,2024-10-07 18:33:43,71.6,175.3,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(52.3605, 4.9097)"
rec_00145,Hardcore Henrietta,2024-10-09 09:41:47,81.5,171.8,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,5,"(52.5068, 13.4138)"
rec_00550,Fit Felix,2024-10-10 19:30:47,72.0,175.2,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,3,"(52.3827, 4.9169)"
rec_00379,Fit Felix,2024-10-10 20:32:35,71.6,178.9,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.366, 4.8903)"
rec_01234,Diet Dani,2024-10-11 08:42:45,80.0,172.0,Italy,Grilled Chicken Salad,Breakfast,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",1,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,3,"(41.8885, 12.513)"
rec_01788,Travel Terry,2024-10-11 13:55:10,78.6,179.8,Japan,Tofu Tacos,Lunch,"['pasta', 'spinach', 'rice', 'tofu', 'egg']","[None, None, None, None, 'flax egg']",0,"[3.78, 4.22, 1.46, 3.91, 2.47]","[240, 270, 171, 165, 116]",4,5,"(40.7177, -74.0009)"
rec_00540,Fit Felix,2024-10-11 14:10:16,70.3,176.0,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3536, 4.8852)"
rec_01682,Travel Terry,2024-10-11 19:21:40,77.2,180.2,Japan,Vegan Hotpot,Dinner,"['pepper', 'beef', 'rice', 'chicken']","[None, 'seitan', None, 'tofu']",0,"[3.47, 4.71, 3.71, 1.07]","[183, 286, 256, 187]",4,4,"(-33.8844, 151.213)"
rec_01380,Diet Dani,2024-10-13 09:18:11,79.8,169.6,Italy,Smoothie Bowl,Breakfast,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.9041, 12.4994)"
rec_00323,Hardcore Henrietta,2024-10-13 14:41:27,79.8,166.3,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5212, 13.3942)"
rec_00624,Fit Felix,2024-10-13 19:24:11,73.4,176.8,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",4,3,"(52.3526, 4.8989)"
rec_01831,Travel Terry,2024-10-14 09:29:03,78.4,179.2,Japan,Vegan Sushi,Breakfast,"['garlic', 'cheese', 'yogurt']","[None, 'vegan cheese', 'coconut yogurt']",1,"[3.92, 4.43, 2.09]","[220, 76, 140]",4,3,"(48.8584, 2.3483)"
rec_00183,Hardcore Henrietta,2024-10-14 20:25:31,83.7,167.5,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",3,4,"(52.515, 13.388)"
rec_00045,Hardcore Henrietta,2024-10-15 09:13:37,84.9,172.9,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5059, 13.421)"
rec_00333,Hardcore Henrietta,2024-10-15 09:22:22,75.7,165.9,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,5,"(52.5078, 13.4222)"
rec_01486,Diet Dani,2024-10-15 13:39:57,81.9,169.3,Italy,Smoothie Bowl,Lunch,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",4,3,"(41.8833, 12.5107)"
rec_01283,Diet Dani,2024-10-15 18:26:06,80.3,170.6,Italy,Grilled Chicken Salad,Dinner,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",1,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,4,"(41.9087, 12.4813)"
rec_00801,Vegan Vera,2024-10-16 07:57:57,57.6,168.3,Sweden,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3172, 18.0863)"
rec_01701,Travel Terry,2024-10-16 08:34:47,76.8,181.4,Japan,Vegan Pizza,Breakfast,"['egg', 'rice', 'quinoa', 'broccoli']","['flax egg', None, None, None]",0,"[0.39, 1.96, 4.93, 1.4]","[104, 271, 152, 281]",4,4,"(35.705, 139.6726)"
rec_01101,Budget Billie,2024-10-16 18:24:52,58.0,164.0,India,Ramen with Veggies,Dinner,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,3,"(12.9578, 77.5986)"
rec_01363,Diet Dani,2024-10-17 19:30:34,78.2,169.8,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.9144, 12.5031)"
rec_01493,Diet Dani,2024-10-17 20:14:37,79.0,169.1,Italy,Zucchini Noodles,Dinner,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",1,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,4,"(41.9145, 12.4824)"
rec_01224,Diet Dani,2024-10-18 20:50:17,78.6,168.5,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",2,4,"(41.9113, 12.4829)"
rec_00371,Fit Felix,2024-10-19 07:11:55,70.6,177.6,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3489, 4.9098)"
rec_01730,Travel Terry,2024-10-19 08:05:59,76.2,178.5,Japan,Vegan Wrap,Breakfast,"['broccoli', 'tofu', 'yogurt', 'quinoa', 'mushroom', 'milk']","[None, None, 'coconut yogurt', None, None, 'almond milk']",1,"[3.43, 2.08, 0.91, 2.39, 0.73, 3.15]","[161, 174, 57, 149, 136, 221]",4,3,"(-33.863, 151.2171)"
rec_01822,Travel Terry,2024-10-19 12:37:49,76.2,181.1,Japan,Vegan Fajitas,Lunch,"['tomato', 'mushroom', 'chicken']","[None, None, 'tofu']",1,"[0.76, 2.36, 0.35]","[71, 214, 159]",4,4,"(35.6817, 139.7056)"
rec_00913,Budget Billie,2024-10-19 13:48:30,59.8,164.6,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,2,"(12.9752, 77.6074)"
rec_01258,Diet Dani,2024-10-19 18:28:16,81.5,170.3,Italy,Zucchini Noodles,Dinner,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",1,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,4,"(41.892, 12.5126)"
rec_00848,Vegan Vera,2024-10-19 20:32:10,59.1,167.8,Sweden,Vegan Buddha Bowl,Dinner,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,4,"(59.3415, 18.062)"
rec_01518,Travel Terry,2024-10-20 07:39:50,76.4,179.9,Japan,Chickpea Curry,Breakfast,"['salt', 'rice', 'broccoli', 'quinoa', 'milk', 'fish']","[None, None, None, None, 'almond milk', 'tempeh']",0,"[2.76, 3.77, 0.38, 2.96, 2.56, 4.28]","[125, 105, 297, 64, 198, 238]",5,3,"(35.6819, 139.6932)"
rec_00470,Fit Felix,2024-10-20 07:48:02,74.9,177.9,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3532, 4.9007)"
rec_01082,Budget Billie,2024-10-20 13:39:28,61.3,163.9,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",3,4,"(12.9585, 77.597)"
rec_00986,Budget Billie,2024-10-20 19:07:50,59.0,165.6,India,Stir-fried Rice,Dinner,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",1,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,4,"(12.9722, 77.6088)"
rec_01063,Budget Billie,2024-10-21 08:07:40,61.5,166.8,India,Stir-fried Rice,Breakfast,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",3,3,"(12.9793, 77.6064)"
rec_01826,Travel Terry,2024-10-21 13:01:18,76.7,180.8,Japan,Vegan Empanadas,Lunch,"['pepper', 'pasta', 'pork', 'salt']","[None, None, 'jackfruit', None]",0,"[4.48, 0.49, 0.84, 1.98]","[110, 119, 135, 131]",3,4,"(35.683, 139.6732)"
rec_01810,Travel Terry,2024-10-22 14:23:27,76.3,181.3,Japan,Vegan Quesadilla,Lunch,"['onion', 'cheese', 'pasta', 'tofu', 'spinach', 'tomato']","[None, 'vegan cheese', None, None, None, None]",1,"[2.17, 4.19, 2.4, 3.77, 0.36, 4.76]","[275, 147, 121, 242, 293, 262]",5,4,"(48.8653, 2.3568)"
rec_01833,Travel Terry,2024-10-22 18:43:36,77.9,178.7,Japan,Vegan Pancakes,Dinner,"['pepper', 'salt', 'cheese', 'onion']","[None, None, 'vegan cheese', None]",0,"[1.39, 2.49, 4.54, 4.25]","[102, 225, 212, 268]",5,4,"(40.7209, -73.9874)"
rec_01762,Travel Terry,2024-10-22 19:52:09,75.7,179.3,Japan,Vegan Pizza,Dinner,"['egg', 'rice', 'quinoa', 'broccoli']","['flax egg', None, None, None]",1,"[0.39, 1.96, 4.93, 1.4]","[104, 271, 152, 281]",5,4,"(35.6841, 139.7109)"
rec_01857,Travel Terry,2024-10-23 14:47:04,78.3,179.9,Japan,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(35.6709, 139.6831)"
rec_01875,Travel Terry,2024-10-23 19:02:32,79.5,181.6,Japan,Vegan Wrap,Dinner,"['beef', 'onion', 'pork']","['seitan', None, 'jackfruit']",0,"[3.38, 1.15, 0.75]","[181, 110, 121]",4,3,"(-33.8821, 151.2285)"
rec_01820,Travel Terry,2024-10-24 07:26:35,78.9,179.5,Japan,Quinoa Bowl,Breakfast,"['yogurt', 'egg', 'mushroom', 'rice']","['coconut yogurt', 'flax egg', None, None]",0,"[1.73, 4.66, 4.03, 4.33]","[56, 95, 238, 286]",4,4,"(35.6869, 139.6999)"
rec_01790,Travel Terry,2024-10-24 12:38:02,78.3,181.7,Japan,Simple Pasta,Lunch,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",1,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(40.7281, -74.0165)"
rec_00161,Hardcore Henrietta,2024-10-24 13:51:55,76.4,165.1,Germany,Beef Stir-Fry,Lunch,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,5,"(52.5344, 13.424)"
rec_01393,Diet Dani,2024-10-24 19:11:32,79.5,171.5,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",4,3,"(41.9215, 12.5089)"
rec_01270,Diet Dani,2024-10-25 09:33:35,81.9,171.4,Italy,Zucchini Noodles,Breakfast,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,3,"(41.9049, 12.4985)"
rec_01057,Budget Billie,2024-10-25 14:09:34,58.7,165.5,India,Simple Pasta,Lunch,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",3,3,"(12.9627, 77.613)"
rec_00105,Hardcore Henrietta,2024-10-25 14:30:18,75.5,167.8,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5353, 13.4141)"
rec_00462,Fit Felix,2024-10-26 12:34:14,74.7,177.5,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",4,4,"(52.3669, 4.9068)"
rec_01076,Budget Billie,2024-10-26 14:52:56,59.4,163.5,India,Stir-fried Rice,Lunch,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,4,"(12.9549, 77.6146)"
rec_01673,Travel Terry,2024-10-26 18:22:37,79.3,179.2,Japan,Vegan Gnocchi,Dinner,"['pork', 'beef', 'chicken', 'yogurt']","['jackfruit', 'seitan', 'tofu', 'coconut yogurt']",1,"[0.85, 0.72, 3.38, 2.86]","[101, 264, 55, 209]",4,3,"(35.6811, 139.7078)"
rec_01722,Travel Terry,2024-10-27 07:05:27,75.5,178.1,Japan,Vegan Empanadas,Breakfast,"['pepper', 'pasta', 'pork', 'salt']","[None, None, 'jackfruit', None]",1,"[4.48, 0.49, 0.84, 1.98]","[110, 119, 135, 131]",5,4,"(-33.8515, 151.22)"
rec_00932,Budget Billie,2024-10-27 09:06:32,60.2,164.0,India,Stir-fried Rice,Breakfast,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,3,"(12.9637, 77.5838)"
rec_01335,Diet Dani,2024-10-27 12:12:55,78.4,171.0,Italy,Smoothie Bowl,Lunch,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.8984, 12.5118)"
rec_01042,Budget Billie,2024-10-28 07:36:00,60.9,166.6,India,Stir-fried Rice,Breakfast,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",1,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,4,"(12.9821, 77.577)"
rec_01209,Diet Dani,2024-10-28 08:06:35,79.4,171.2,Italy,Smoothie Bowl,Breakfast,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.9125, 12.4933)"
rec_01506,Travel Terry,2024-10-29 14:33:36,79.4,181.1,Japan,Vegan Burrito,Lunch,"['beef', 'spinach', 'pork', 'egg']","['seitan', None, 'jackfruit', 'flax egg']",0,"[4.32, 2.08, 4.71, 2.89]","[67, 202, 67, 222]",4,3,"(35.6726, 139.7059)"
rec_00345,Hardcore Henrietta,2024-10-29 20:34:46,76.8,170.0,Germany,Beef Stir-Fry,Dinner,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,4,"(52.5343, 13.3869)"
rec_01445,Diet Dani,2024-10-30 09:51:05,80.5,170.6,Italy,Zucchini Noodles,Breakfast,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",1,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,3,"(41.9057, 12.5002)"
rec_01394,Diet Dani,2024-10-31 07:02:09,79.7,169.3,Italy,Grilled Chicken Salad,Breakfast,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,4,"(41.9087, 12.4857)"
rec_01801,Travel Terry,2024-10-31 08:58:37,76.5,180.7,Japan,Vegan Hotpot,Breakfast,"['pepper', 'beef', 'rice', 'chicken']","[None, 'seitan', None, 'tofu']",1,"[3.47, 4.71, 3.71, 1.07]","[183, 286, 256, 187]",4,4,"(40.7205, -74.0159)"
rec_00391,Fit Felix,2024-10-31 09:23:55,70.0,176.9,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(52.3631, 4.9233)"
rec_01634,Travel Terry,2024-10-31 12:17:36,78.6,178.9,Japan,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,3,"(35.7023, 139.675)"
rec_00250,Hardcore Henrietta,2024-10-31 19:16:13,82.1,167.8,Germany,Beef Stir-Fry,Dinner,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,3,"(52.5159, 13.3891)"
rec_01447,Diet Dani,2024-10-31 20:59:25,81.7,170.0,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.9131, 12.4945)"
rec_01009,Budget Billie,2024-11-01 08:33:23,58.7,164.4,India,Stir-fried Rice,Breakfast,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",5,3,"(12.9864, 77.5939)"
rec_00878,Vegan Vera,2024-11-01 18:28:27,57.5,166.8,Sweden,Vegan Buddha Bowl,Dinner,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,4,"(59.3144, 18.0693)"
rec_00654,Vegan Vera,2024-11-03 09:47:34,56.0,168.0,Sweden,Vegan Buddha Bowl,Breakfast,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,4,"(59.3422, 18.0799)"
rec_01695,Travel Terry,2024-11-03 14:38:26,76.2,179.9,Japan,Vegan Burrito Bowl,Lunch,"['mushroom', 'tomato', 'quinoa']","[None, None, None]",0,"[1.56, 2.01, 4.47]","[51, 291, 140]",4,3,"(35.6795, 139.6788)"
rec_01540,Travel Terry,2024-11-04 12:05:10,77.8,181.9,Japan,Vegan Gnocchi,Lunch,"['pork', 'beef', 'chicken', 'yogurt']","['jackfruit', 'seitan', 'tofu', 'coconut yogurt']",0,"[0.85, 0.72, 3.38, 2.86]","[101, 264, 55, 209]",4,3,"(35.6714, 139.7098)"
rec_00202,Hardcore Henrietta,2024-11-05 07:15:02,76.2,172.4,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5372, 13.4193)"
rec_01789,Travel Terry,2024-11-06 08:19:52,76.9,179.8,Japan,Grilled Veggie Skewers,Breakfast,"['chicken', 'fish', 'pepper', 'egg', 'broccoli']","['tofu', 'tempeh', None, 'flax egg', None]",1,"[3.67, 1.64, 3.07, 2.61, 1.99]","[59, 77, 202, 161, 138]",4,2,"(48.8434, 2.354)"
rec_01166,Diet Dani,2024-11-06 18:31:46,78.1,168.0,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",2,5,"(41.9069, 12.483)"
rec_00011,Hardcore Henrietta,2024-11-07 07:52:04,78.4,174.7,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,5,"(52.5021, 13.391)"
rec_00195,Hardcore Henrietta,2024-11-07 09:26:23,84.9,174.3,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,5,"(52.5395, 13.3879)"
rec_00086,Hardcore Henrietta,2024-11-08 07:55:41,75.4,171.5,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,5,"(52.5356, 13.4147)"
rec_00481,Fit Felix,2024-11-08 12:37:30,71.1,177.1,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(52.377, 4.894)"
rec_01535,Travel Terry,2024-11-08 18:00:25,76.5,180.8,Japan,Beef Stir-Fry,Dinner,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,4,"(35.6826, 139.6804)"
rec_01624,Travel Terry,2024-11-08 19:18:44,79.9,178.3,Japan,Quinoa Bowl,Dinner,"['yogurt', 'egg', 'mushroom', 'rice']","['coconut yogurt', 'flax egg', None, None]",1,"[1.73, 4.66, 4.03, 4.33]","[56, 95, 238, 286]",4,3,"(35.6736, 139.7106)"
rec_01411,Diet Dani,2024-11-08 20:12:11,81.2,169.6,Italy,Zucchini Noodles,Dinner,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",1,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",4,4,"(41.9024, 12.5088)"
rec_01427,Diet Dani,2024-11-09 09:40:41,81.6,169.4,Italy,Grilled Chicken Salad,Breakfast,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",1,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,3,"(41.8841, 12.4787)"
